title,category,slug,code_rome,salaire_median_annuel,salaire_median_horaire,niveau_education,nombre_demandeurs,nombre_offres,tension_pct,tension_desc,description,url
Responsable de parc de véhicules,installation-et-maintenance,responsable-de-parc-de-vehicules,I1109,,,Bac+5 (Master/Ingénieur),940,5290,5,Très favorable,"Le responsable de parc de véhicules assure la gestion et l'optimisation d'une flotte de véhicules pour garantir une mobilité efficace et économique.\nSupervise l'entretien régulier et les réparations des véhicules pour assurer leur bon fonctionnement en participant au plan de maintenance du parc\nOptimise l'utilisation des véhicules pour réduire les coûts et améliorer l'efficacité\nGère les documents administratifs liés aux véhicules, tels que les assurances et les contrôles techniques\nNégocie avec les fournisseurs pour l'achat de nouveaux véhicules et les contrats de service\nAssure la formation, la bonne compréhension des équipements et le respect des normes de sécurité par les utilisateurs des véhicules\nAnalyse les données de performance pour proposer des améliorations dans la gestion de la flotte",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1109
Chef / Cheffe d'atelier machines agricoles,installation-et-maintenance,chef-cheffe-d-atelier-machines-agricoles,I1110,,,Bac+3 (Licence),10,480,5,Très favorable,Le chef d'atelier machines agricoles assure le bon fonctionnement de l'atelier de réparation et d'entretien des équipements agricoles.\nSupervise et coordonne les activités en planifiant et répartissant les tâches auprès des techniciens et mécaniciens\nGère la maintenance préventive et corrective des machines agricoles\nGère les stocks de pièces détachées et commande les fournitures nécessaires\nOptimise les processus de travail pour améliorer l'efficacité de l'atelier \nForme et encadre le personnel technique sur les nouvelles technologies et méthodes\nVeille au respect des normes de sécurité et environnementales dans l'atelier,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1110
Responsable technique après-vente des véhicules,installation-et-maintenance,responsable-technique-apres-vente-des-vehicules,I1111,,,Bac+5 (Master/Ingénieur),50,1310,5,Très favorable,"Le responsable technique après-vente des véhicules assure une gestion et organisation optimales des services après-vente.\nSupervise et coordonne les activités des collaborateurs au sein du service après-vente\nGère les réclamations clients et litiges fournisseurs et assure le pilotage des activités\nVeille au respect des normes de  qualité et de sécurité\nForme et encadre les équipes techniques dans une démarche de développement des compétences\nAssure le suivi des garanties, des contrats de service la gestion des stocks\nAnalyse les indicateurs pour améliorer l'efficacité de service et la satisfaction client et met en place des actions correctives",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1111
Chef / Cheffe d'atelier engins de levage et de manutention,installation-et-maintenance,chef-cheffe-d-atelier-engins-de-levage-et-de-manutention,I1112,,,Bac+2 (BTS/DUT),10,210,5,Très favorable,"Le chef d'atelier engins de levage et de manutention garantit la bonne coordination des activités d'un atelier dédié à l'entretien et réparation des engins de levage et manutention\nSupervise et coordonne les activités des techniciens à travers un planning de suivi selon les procédures et normes de sécurité\nAssure la formation des équipes et veille à la conformité des opérations de maintenance et réparation\nOptimise les processus de travail pour améliorer l'efficacité de l'atelier\nGère les stocks de pièces détachées et commande les fournitures nécessaires\nMaintient une documentation technique à jour, accessible et teste les engins\nAnalyse les pannes récurrentes pour proposer des améliorations techniques et informe les clients sur les travaux réalisés",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1112
Chef / Cheffe d'atelier en démontage recyclage de VHU,installation-et-maintenance,chef-cheffe-d-atelier-en-demontage-recyclage-de-vhu,I1113,,,Bac+2 (BTS/DUT),,,5,Très favorable,Le chef d'atelier en démontage recyclage de VHU assure les opérations de déconstruction et de valorisation des véhicules hors d'usage.\nSupervise et coordonne les activités de démontage des véhicules hors d'usage dans le respect des normes environnementales et de sécurité lors du recyclage\nGère l'inventaire des pièces récupérables et leur traçabilité ainsi que leur revente selon les normes ISO\nOptimise les opérations dans une démarche d'efficacité et de rentabilité de l'atelier\nForme et encadre les équipes sur les meilleures pratiques de démontage et de recyclage\nAssure la maintenance des équipements utilisés pour le démontage et rédige des rapports de suivi d'activités,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1113
Responsable de centre de contrôle technique de véhicules,installation-et-maintenance,responsable-de-centre-de-controle-technique-de-vehicules,I1114,,,Bac+5 (Master/Ingénieur),30,270,5,Très favorable,"Le responsable de centre de contrôle technique de véhicules supervise la gestion et l'organisation des activités du centre de contrôle technique.\nGarantit la conformité des opérations de contrôle aux normes de sécurité en vigueur\nGère, forme l'équipe de contrôleurs techniques et organise le planning de contrôles des véhicules\nVeille à la maintenance et au bon fonctionnement des équipements du centre\nDéveloppe et fidélise la clientèle en assurant le suivi des prestations\nPeut participer à des actions de formation sur les nouveautés réglementaires",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1114
Responsable de site(s) de vente et de réparation cycles,installation-et-maintenance,responsable-de-site-s-de-vente-et-de-reparation-cycles,I1115,,,,,40,5,Très favorable,"Le responsable de site(s) de vente et de réparation cycles suit et organise le travail des équipes de plusieurs magasins cycles ou de sites de réparation cycles.\nEst en contact permanent avec les fournisseurs de pièces, d’équipements (du cycle et du cycliste), les commerciaux des constructeurs de cycles et les partenaires (prescripteurs, prestataires, clients grand compte)\nElabore le budget des magasins et/ou des sites de réparation cycles de son réseau local, organise les inventaires, effectue la gestion des stocks\nEffectue le suivi des flottes de cycles en maintenance\nSuit les traitements des réclamations clients de son réseau et en ce sens est également garant des suivis de garanties\nElabore les réponses aux appels d’offres dans le cadre des déploiements de parcs de cycles à destination d’entreprises privées et publiques",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1115
Responsable d'exploitation de stationnement,installation-et-maintenance,responsable-d-exploitation-de-stationnement,I1116,,,Bac+5 (Master/Ingénieur),,50,5,Très favorable,Le responsable d'exploitation de stationnement assure la gestion des espaces de stationnement pour optimiser leur utilisation et leur rentabilité.\nSupervise la gestion quotidienne des parkings et des installations associées\nVeille à la satisfaction des usagers en mettant en place des actions de qualité\nAssure la maintenance et la sécurité des installations\nGère le personnel ainsi que le budget et organise les plannings de travail dans un cadre de qualité et de sécurité\nCollabore avec les autorités locales pour respecter la réglementation en vigueur,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1116
Chef / Cheffe d'atelier après-vente cycles,installation-et-maintenance,chef-cheffe-d-atelier-apres-vente-cycles,I1117,,,Bac+2 (BTS/DUT),10,30,5,Très favorable,Le chef d'atelier après-vente cycles est un professionnel clé dans la gestion de la  maintenance et la réparation de cycles au sein d'un atelier.\nSupervise et coordonne les activités de l'atelier en réparation et entretien des cycles\nAssure la qualité des interventions et le respect des délais de livraison\nGère les stocks de pièces détachées et commande les fournitures nécessaires\nForme et encadre les techniciens de l'atelier en planifiant les tâches\nDéveloppe des stratégies pour améliorer l'efficacité de l'atelier\nMaintient une communication efficace avec les clients pour assurer un service après-vente optimal,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1117
Responsable de site SMAVA (service multimarques de l'après-vente automobile),installation-et-maintenance,responsable-de-site-smava-service-multimarques-de-l-apres-vente-automobile,I1118,,,Bac+2 (BTS/DUT),150,1240,5,Très favorable,"Le responsable de site SMAVA est en charge de la gestion et de l'optimisation des services après-vente automobile.\nSupervise l'ensemble des activités du service après-vente multimarques garantissant la rentabilité du site\nAssure la qualité du service client et la satisfaction des besoins spécifiques de chaque marque\nOptimise les processus opérationnels pour améliorer l'efficacité et réduire les coûts\nCoordonne les équipes techniques pour permettre une intervention rapide, efficace en respectant les délais\nMaintient une veille technologique pour rester à la pointe des innovations dans le secteur automobile",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1118
Responsable de centre de démontage recyclage des VHU,installation-et-maintenance,responsable-de-centre-de-demontage-recyclage-des-vhu,I1119,,,Bac+2 (BTS/DUT),,,5,Très favorable,Le responsable de centre de démontage recyclage des VHU est en charge de la gestion et traitement des véhicules hors d'usage.\nSupervise les opérations de démontage des véhicules hors d'usage en respectant les normes environnementales\nGère le stockage et la classification des pièces récupérées pour leur recyclage ou réutilisation\nAssure la conformité des processus de dépollution des véhicules démontés\nCoordonne avec les équipes pour optimiser les flux de travail et la sécurité sur le site\nDéveloppe des partenariats avec des entreprises de recyclage pour la vente de matériaux récupérés\nVeille au respect des réglementations locales et nationales en matière de recyclage automobile,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1119
Agent / Agente technique d'affichage,installation-et-maintenance,agent-agente-technique-d-affichage,I1201,27612,17.18,CAP/BEP,410,1800,2,Défavorable,L'Agent technique d'affichage installe et entretient les supports de publicité et d'information visuelle. \nAssure la pose et la dépose des affiches selon les campagnes en cours\nVeille à la conformité et à la bonne visibilité des affiches\nRéalise des interventions rapides en cas de dégradation ou de nécessité de changement\nGère le stock d'affiches et les outils nécessaires à leur installation\nPeut participer à la mise en place de nouveaux supports d'affichage,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1201
Agent / Agente d'exploitation de la voirie,installation-et-maintenance,agent-agente-d-exploitation-de-la-voirie,I1202,27612,17.18,CAP/BEP,3020,4110,1,Très défavorable,"L'Agent d'exploitation de la voirie réalise les travaux d'entretien afin de maintenir la qualité de la voierie et assurer la sécurité des usagers.\nAssure l'entretien et la propreté des routes, trottoirs et espaces publics\nEffectue des réparations mineures sur la chaussée et les installations de la voirie\nSurveille et signale les problèmes nécessitant une intervention spécialisée\nParticipe à la mise en place de la signalisation temporaire lors de travaux ou d'événements\nPeut coordonner une équipe sur des chantiers d'entretien routier plus importants",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1202
Agent / Agente d'entretien du bâtiment,installation-et-maintenance,agent-agente-d-entretien-du-batiment,I1203,32508,20.23,Bac,53870,109560,2,Défavorable,"L'Agent d'entretien du bâtiment, professionnel polyvalent, assure la maintenance préventive et corrective des bâtiments et installations dont il a la charge.\nContrôle régulièrement l'état des équipements et leur fonctionnement\nRéalise des travaux de réparation de maçonnerie, peinture, plomberie et électricité selon les besoins\nVeille à la propreté des espaces intérieurs et extérieurs\nGère le stock de matériel et de fournitures nécessaires à l'entretien des bâtiments\nPeut réaliser des aménagements ou travaux neufs afin d'améliorer la qualité des bâtiments et installations",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1203
Agent / Agente d'entretien des piscines,installation-et-maintenance,agent-agente-d-entretien-des-piscines,I1204,,,CAP/BEP,260,1070,2,Défavorable,L'Agent(e) d'entretien des piscines assure la propreté et la maintenance des bassins et espaces aquatiques.\nContrôle la qualité de l'eau et ajuste les traitements nécessaires\nNettoie les bassins et les abords des piscines\nVérifie et entretient les équipements de piscine comme les pompes et les filtres\nAssure le respect des normes d'hygiène et de sécurité\nInforme et conseille les utilisateurs sur les règles de sécurité à respecter\nPeut réaliser des interventions de réparation mineures\n,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1204
Installateur vérificateur / Installatrice vérificatrice d'extincteurs,installation-et-maintenance,installateur-verificateur-installatrice-verificatrice-d-extincteurs,I1205,32508,20.23,Bac,180,2680,2,Défavorable,L'Installateur(rice) vérificateur(rice) d'extincteurs assure la sécurité des personnes et des biens en équipant les bâtiments en systèmes de prévention incendie.\nInstalle et vérifie les systèmes d'extinction automatique selon les normes de sécurité\nContrôle régulièrement l'état et le fonctionnement des équipements installés\nInforme et forme les utilisateurs sur le maniement des équipements de sécurité\nAssure la maintenance préventive et corrective des systèmes\nRédige et remet les rapports de conformité aux normes de sécurité\nPeut conseiller sur l'achat de nouveaux équipements adaptés aux spécificités des sites,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1205
Chef / Cheffe d'équipe en mobilier urbain et publicitaire,installation-et-maintenance,chef-cheffe-d-equipe-en-mobilier-urbain-et-publicitaire,I1206,,,Bac,10,60,2,Défavorable,"Le Chef d'équipe en mobilier urbain et publicitaire gère l'installation, l'entretien et la maintenance des équipements urbains et des supports publicitaires installés dans l'espace public.\nOrganise les postes de travail et répartit les activités au sein de l'équipe\nSupervise et coordonne les activités d'installation, de nettoyage et de maintenance des équipements (abribus, bancs, panneaux d'affichage, …) \nGère l'approvisionnement et le stock de matériel nécessaire\nVeille au respect des normes de sécurité sur les chantiers\nCollabore avec les services municipaux et les entreprises de publicité pour coordonner les opérations de maintenance\nForme et encadre une équipe d'agents spécialisés",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1206
Agent / Agente de maintenance de mobilier urbain et publicitaire,installation-et-maintenance,agent-agente-de-maintenance-de-mobilier-urbain-et-publicitaire,I1207,,,Bac,60,320,2,Défavorable,"L'Agent de maintenance de mobilier urbain et publicitaire assure l'entretien et la maintenance des équipements urbains et des supports publicitaires installés dans l'espace public pour garantir un environnement urbain agréable et fonctionnel.\nInspecte régulièrement les installations pour détecter des dégradations ou dysfonctionnements \nPlanifie les interventions nécessaires\nEntretient et répare le mobilier urbain et publicitaire (abribus, bancs, panneaux d'affichage, …)\nRespecte les normes de sécurité et d'hygiène lors des interventions pour protéger le public et l'environnement\nRéalise des rapports sur l'état du mobilier et les interventions effectuées",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1207
Patrouilleur autoroutier / Patrouilleuse autoroutière,installation-et-maintenance,patrouilleur-autoroutier-patrouilleuse-autoroutiere,I1208,,,CAP/BEP,130,780,1,Très défavorable,"Le Patrouilleur autoroutier assure l'entretien des infrastructures et intervient en cas d'incident pour garantir la sécurité et la fluidité du trafic sur les autoroutes. \nSurveille et régule le trafic autoroutier en effectuant des patrouilles régulières et en utilisant des équipements de signalisation\nIntervient en cas d'incident (accident, panne, obstacles, etc.) pour sécuriser la zone \nCommunique avec les équipes de secours et les services de gestion du trafic pour coordonner les interventions nécessaires\nEffectue l'entretien de la voierie et des aires de repos\nRéalise des rapports d'activité pour documenter les incidents et les mesures prises\nAssure la maintenance de premier niveau des équipements de patrouille et de signalisation",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1208
Technicien / Technicienne d'installation de panneau digital,installation-et-maintenance,technicien-technicienne-d-installation-de-panneau-digital,I1209,,,Bac,140,460,2,Défavorable,"Le Technicien d'installation de panneau digital est chargé de l'installation, de la configuration et de la maintenance des panneaux numériques utilisés principalement pour l'affichage publicitaire ou informatif public.\nInstalle et configure des panneaux digitaux \nRéalise des tests de fonctionnement pour garantir la qualité et la performance des installations\nAssure la maintenance préventive et corrective des équipements \nConseille les clients sur les meilleures solutions de signalétique digitale adaptées à leurs besoins\nRédige des rapports de suivi et d'intervention pour documenter les travaux réalisés et les performances des systèmes\nPeut coordonner une équipe sur un chantier d'installation",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1209
Ascensoriste,installation-et-maintenance,ascensoriste,I1301,39264,24.43,Bac+2 (BTS/DUT),1070,15360,5,Très favorable,"Effectue l'entretien, le dépannage, la surveillance ou l'installation d'équipements à dispositifs mécaniques, électriques, électroniques, automatiques, hydrauliques, ... (ascenseurs, escaliers mécaniques, trottoirs roulants, monte-charges, ...) selon les règles de sécurité et la réglementation.\nPeut coordonner une équipe.",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1301
Technicien / Technicienne de maintenance d'installations automatisées,installation-et-maintenance,technicien-technicienne-de-maintenance-d-installations-automatisees,I1302,39264,24.43,Bac+2 (BTS/DUT),2250,44450,5,Très favorable,Le Technicien de maintenance d'installations automatisées est essentiel pour garantir le fonctionnement et la fiabilité des équipements automatisés d'un site en respectant les normes de sécurité et les réglementations en vigueur.\nAssure l'entretien et la maintenance préventive des installations automatisées\nIntervient rapidement pour résoudre des pannes de premier niveau ou fait appel à des techniciens spécialisés\nPeut participer à l'installation et à la mise en service de nouveaux équipements,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1302
Technicien / Technicienne de maintenance de distributeurs automatiques,installation-et-maintenance,technicien-technicienne-de-maintenance-de-distributeurs-automatiques,I1303,35172,21.89,Bac,360,2240,5,Très favorable,Le Technicien de maintenance de distributeurs automatiques garantit le fonctionnement des machines et la disponibilité des produits pour les utilisateurs.\nIntervient sur les distributeurs pour des opérations de maintenance préventive et corrective\nRéalise des diagnostics de pannes et effectue les réparations nécessaires\nAssure l'approvisionnement régulier des machines en produits et en monnaie\nMet à jour le logiciel des machines et veille à leur bon fonctionnement\nGère le stock de pièces détachées et d'accessoires nécessaires à la maintenance\nPeut former et assister les utilisateurs sur l'utilisation des distributeurs,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1303
Technicien / Technicienne de maintenance industrielle,installation-et-maintenance,technicien-technicienne-de-maintenance-industrielle,I1304,39264,24.43,Bac,13530,182690,5,Très favorable,Le Technicien de maintenance industrielle est responsable de la performance et de la sécurité des équipements industriels. \nAssure la maintenance préventive et corrective des machines et équipements industriels\nDiagnostique les pannes et réalise les réparations nécessaires\nOptimise les processus de maintenance pour améliorer la fiabilité des équipements\nIntervient en urgence sur les équipements pour minimiser les arrêts de production\nRédige des rapports de maintenance et met à jour la documentation technique\nForme et assiste les opérateurs pour une meilleure utilisation des machines,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1304
Technicien / Technicienne installation et maintenance électronique,installation-et-maintenance,technicien-technicienne-installation-et-maintenance-electronique,I1305,39264,24.43,Bac,1990,18570,5,Très favorable,"Le Technicien installation et maintenance électronique installe et assure la maintenance corrective et préventive d’appareils, d’équipements, d’installations ou de systèmes à composantes électroniques.\nInstalle et configure des systèmes électroniques selon les spécifications techniques\nRéalise des tests de performance et de sécurité sur les équipements électroniques\nAssure la maintenance préventive et corrective des installations électroniques\nConseille et forme les utilisateurs sur le maniement des équipements électroniques\nGère les stocks de pièces détachées et commande les nouveaux composants nécessaires",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1305
Frigoriste,installation-et-maintenance,frigoriste,I1306,39264,24.43,Bac,3010,32210,5,Très favorable,"Le Frigoriste est le spécialiste de l'installation d'équipements frigorifiques, de la mise en service et de la maintenance ou du dépannage d'équipements de production de froid.\nInstalle et entretient des équipements frigorifiques (froid commercial, froid industriel, ...) ou de conditionnement d'air et de climatisation selon les règles de sécurité et la réglementation\nDiagnostique les pannes et effectue les réparations nécessaires\nOptimise les performances énergétiques des systèmes frigorifiques\nConseille les clients sur l'utilisation optimale de leurs équipements\nPeut se spécialiser dans des secteurs spécifiques comme le maritime ou la recherche et développement (R&D)",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1306
Antenniste,installation-et-maintenance,antenniste,I1307,39264,24.43,Bac,360,3770,5,Très favorable,"L'Antenniste, installe et règle des antennes individuelles ou collectives ou des paraboles permettant de recevoir et d'émettre les signaux numériques.\nPose et oriente les antennes de réception terrestre et satellite selon les normes de sécurité et les réglementations en vigueur\nDiagnostique et résout les problèmes de réception\nAssure la maintenance et la mise à jour des équipements\nConseille les clients sur les meilleures solutions de réception\nPeut intervenir dans des environnements variés, des maisons individuelles aux grands immeubles",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1307
Chauffagiste,installation-et-maintenance,chauffagiste,I1308,39264,24.43,Bac,2510,40790,5,Très favorable,"Le chauffagiste effectue la mise en service et le dépannage d'installations de chauffage (chaudières d'immeubles, production de vapeur ou d'eau chaude en milieux industriels, fours industriels, équipements de cogénération, ...)\nInstalle, répare et entretient les systèmes de chauffage\nDiagnostique les pannes et effectue les réparations nécessaires sur les chaudières et autres équipements de chauffage\nRéalise des contrôles de routine pour garantir le fonctionnement optimal des systèmes\nConseille les clients sur les solutions d'économie d'énergie et les nouvelles technologies de chauffage\nAssure la conformité des installations avec les normes de sécurité et environnementales",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1308
Electricien / Electricienne de maintenance,installation-et-maintenance,electricien-electricienne-de-maintenance,I1309,37218,23.16,Bac+2 (BTS/DUT),7980,46910,5,Très favorable,"Effectue la maintenance préventive ou corrective d'équipements ou d'installations électriques, à partir de schémas électriques ou de plans d'implantation, selon les règles de sécurité et la réglementation.\nPeut effectuer des opérations d'installation ou de modification de matériels électriques.\nPeut cordonner une équipe.",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1309
Mécanicien / Mécanicienne de maintenance industrielle,installation-et-maintenance,mecanicien-mecanicienne-de-maintenance-industrielle,I1310,36420,22.66,Bac+2 (BTS/DUT),2460,35580,5,Très favorable,"Réalise l'entretien, la maintenance, la mise à niveau ou la rénovation mécanique des matériels, équipements, installations de production/exploitation industrielles, selon les règles de sécurité et les impératifs de production (délais, qualité, ...).\nPeut coordonner une équipe.",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1310
Technicien / Technicienne installation réseaux câblés fibre optique,installation-et-maintenance,technicien-technicienne-installation-reseaux-cables-fibre-optique,I1311,39264,24.43,Bac+2 (BTS/DUT),5000,8730,5,Très favorable,Le Technicien installation réseaux câblés fibre optique déploie les réseaux de communication en fibre optique généralement sur le domaine public.\nInstalle la fibre optique conformément au cahier des charges opérateur des donneurs d'ordre\nAssure le contrôle de la qualité de la liaison optique\nAnalyse les dysfonctionnements et rédige les cahiers de mesure et de recette\nCollabore avec les équipes projet pour planifier et exécuter les déploiements du réseau,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1311
Technicien / Technicienne réseaux mobiles,installation-et-maintenance,technicien-technicienne-reseaux-mobiles,I1312,39264,24.43,Bac+2 (BTS/DUT),260,3640,5,Très favorable,Le technicien réseaux mobiles Installe les réseaux de télécommunication mobiles pour fournir une couverture réseau et une connectivité aux utilisateurs finaux.\nEffectue les câblages et raccordements électriques et la configuration des équipements de télécommunications \nSurveille le fonctionnement des réseaux et résout les problèmes techniques pour assurer un service ininterrompu\nPeut mettre à jour les systèmes et logiciels pour améliorer la performance des réseaux,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1312
Hydraulicien industriel / Hydraulicienne industrielle,installation-et-maintenance,hydraulicien-industriel-hydraulicienne-industrielle,I1313,39264,24.43,Bac+5 (Master/Ingénieur),170,3650,5,Très favorable,"L'Hydraulicien(ne) industriel(le), un(e) expert(e) en systèmes hydrauliques, joue un rôle crucial dans l'optimisation des processus industriels.\nConçoit et développe des systèmes hydrauliques pour diverses applications industrielles\nInstalle et met en service des équipements hydrauliques en respectant les normes de sécurité\nRéalise la maintenance préventive et corrective des installations hydrauliques\nOptimise les performances des systèmes pour garantir leur efficacité et leur fiabilité\nDiagnostique et résout les problèmes techniques liés aux systèmes hydrauliques\nAssure la formation des utilisateurs sur le fonctionnement et l'entretien des équipements",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1313
Monteur installateur / Monteuse installatrice d'équipements connectés,installation-et-maintenance,monteur-installateur-monteuse-installatrice-d-equipements-connectes,I1314,39264,24.43,Bac,720,5590,5,Très favorable,Le Monteur installateur d'équipements connectés intègre des solutions technologiques modernes au sein des habitats et des entreprises.\nRéalise l'installation d'équipements connectés\nEffectue les raccordements réseaux courants forts et courants faibles (fibre ou télécoms)\nVérifie le fonctionnement des installations\nPeut conseiller les clients sur l'utilisation optimale des équipements et sur les nouvelles technologies disponibles,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1314
Monteur raccordeur / Monteuse raccordeuse fibre optique,installation-et-maintenance,monteur-raccordeur-monteuse-raccordeuse-fibre-optique,I1315,30792,19.16,Bac,1540,2960,5,Très favorable,"Le Monteur raccordeur fibre optique participe à l'installation des réseaux de communication et permet l'accès au très haut débit internet.\nTire et pose des câbles de fibre optique en souterrain ou aérien jusqu'au raccordement dans les infrastructures et chez le client, utilisateur final\nVérifie et mesure le raccordement de l'installation au réseau pour garantir la qualité des connexions\nApplique les normes et les consignes de sécurité liées à l’environnement de travail (électricité, travail en hauteur)",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1315
"Technicien / Technicienne de maintenance Chauffage, Ventilation et Climatisation - CVC",installation-et-maintenance,technicien-technicienne-de-maintenance-chauffage-ventilation-et-climatisation-cvc,I1316,39264,24.43,Bac+2 (BTS/DUT),4580,35320,5,Très favorable,"Le Technicien de maintenance CVC assure la maintenance préventive et curative des équipements de chauffage, ventilation et  climatisation des  bâtiments pour en assurer le confort et la qualité de l'air.\nDiagnostique les pannes et effectue les réparations nécessaires\nConseille les clients sur les meilleures pratiques d'utilisation et d'entretien des systèmes\nOptimise les performances des installations pour garantir leur efficacité énergétique\nPeut intervenir en urgence pour rétablir les fonctionnalités des équipements\nPeut gérer la maintenance d'infrastructures spécifiques, telles que des datacenters, afin d'assurer les conditions optimales de température, humidité et qualité de l'air, nécessaires au fonctionnement des équipements informatiques. ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1316
Technicien / Technicienne de maintenance fibre optique,installation-et-maintenance,technicien-technicienne-de-maintenance-fibre-optique,I1317,39264,24.43,Bac+3 (Licence),850,4460,5,Très favorable,Le Technicien de maintenance fibre optique garantit la performance et la fiabilité des réseaux de communication.\nAssure les opérations de maintenance préventive et corrective des réseaux de fibre optique\nDiagnostique et résout les problèmes techniques \nEffectue des interventions sur les sites clients (utilisateurs finaux) pour réparer ou remplacer les éléments défectueux,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1317
Instrumentiste Industriel / Industrielle,installation-et-maintenance,instrumentiste-industriel-industrielle,I1318,39264,24.43,Bac+3 (Licence),140,3130,5,Très favorable,"L'instrumentiste industriel(le) mesure et contrôle les instruments dans les environnements industriels.\nAssure l'installation, la calibration et la maintenance des instruments de mesure et de contrôle\nOptimise les systèmes de régulation pour garantir une production efficace et sécurisée\nRéalise des diagnostics et résout les problèmes techniques des équipements\nCollabore avec les équipes d'ingénierie pour améliorer les processus industriels\nParticipe à la formation des nouveaux techniciens sur les équipements spécifiques\nVeille au respect des normes de sécurité et d'environnement dans l'exercice de ses fonctions",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1318
Technicien / Technicienne de maintenance réseaux mobiles,installation-et-maintenance,technicien-technicienne-de-maintenance-reseaux-mobiles,I1319,39264,24.43,Bac+2 (BTS/DUT),270,1320,5,Très favorable,Le Technicien de maintenance réseaux mobiles assure les opérations de maintenance préventive et corrective sur les réseaux mobiles (4G - 5G)\nDiagnostique et résout les pannes sur les sites de télécommunications et les équipements\nEffectue des mises à jour logicielles et matérielles pour optimiser les performances des réseaux\nRéalise des tests et des mesures pour garantir la qualité du signal et de la couverture réseau,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1319
Technicien / Technicienne de maintenance d'équipements connectés,installation-et-maintenance,technicien-technicienne-de-maintenance-d-equipements-connectes,I1320,39264,24.43,Bac+2 (BTS/DUT),710,7200,5,Très favorable,Le Technicien de maintenance d'équipements connectés assure la fiabilité et la sécurité des systèmes modernes.\nAssure les opérations de maintenance prédictives et correctives sur les sites clients\nRéalise des diagnostics pour identifier les dysfonctionnements et proposer des solutions adaptées\nIntervient sur des équipements en courant fort ou courant faible\nConseille et forme les utilisateurs sur le fonctionnement et l'entretien des équipements.,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1320
